"SCTRY","Value added source country","SINDY","Value added source industry","XCTRY","Country of final demand","XINDY","Industry of final demand","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"WLD","World","D49T53","Transportation and storage","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,62800.902,,
"WLD","World","D55T56","Accommodation and food services","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,11956.976,,
"WLD","World","D58T63","Information and communication","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,25437.886,,
"WLD","World","D58T60","Publishing, audiovisual and broadcasting activities","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,3885.017,,
"WLD","World","D61","Telecommunications","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,12401.135,,
"WLD","World","D62T63","IT and other information services","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,9151.735,,
"WLD","World","D64T66","Financial and insurance activities","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,81704.22,,
"WLD","World","D68","Real estate activities","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,22224.656,,
"WLD","World","D69T82","Other business sector services","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,97346.496,,
"WLD","World","D84T98","Public admin, education and health; social and personal services","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,35478.762,,
"WLD","World","D84T88","Public admin, defence; education and health","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,25715.461,,
"WLD","World","D84","Public admin. and defence; compulsory social security","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,3798.204,,
"WLD","World","D85","Education","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,3732.371,,
"WLD","World","D86T88","Human health and social work","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,18184.886,,
"WLD","World","D90T98","Other social and personal services","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,9763.301,,
"WLD","World","D90T96","Arts, entertainment, recreation and other service activities","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,9763.301,,
"WLD","World","D97T98","Private households with employed persons","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,0,,
"WLD","World","D05T39","Industry (mining, manufactures and utilities)","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,1212955.644,,
"WLD","World","D45T98","Total services ","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,505891.687,,
"WLD","World","D58T82","Information, finance, real estate and other business services","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,226713.257,,
"WLD","World","D41T98","Total services (incl. construction)","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,513164.823,,
"WLD","World","DINFO","Information industries","WLD","World","D28","Machinery and equipment, nec ","2015","2015","USD","US Dollar","6","Millions",,,62265.538,,
"WLD","World","DTOTAL","TOTAL","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,2258050.305,,
"WLD","World","D01T03","Agriculture, forestry and fishing","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,18330.313,,
"WLD","World","D05T09","Mining and quarrying","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,93885.883,,
"WLD","World","D05T06","Mining and extraction of energy producing products","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,56537.751,,
"WLD","World","D07T08","Mining and quarrying of non-energy producing products","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,32170.423,,
"WLD","World","D09","Mining support service activities","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,5177.71,,
"WLD","World","D10T33","Manufacturing","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,1376767.151,,
"WLD","World","D10T12","Food products, beverages and tobacco","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,7740.431,,
"WLD","World","D13T15","Textiles, wearing apparel, leather and related products","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,20837.6,,
"WLD","World","D16T18","Wood and paper products; printing","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,19879.871,,
"WLD","World","D16","Wood and products of wood and cork","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,5754.33,,
"WLD","World","D17T18","Paper products and printing","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,14125.54,,
"WLD","World","D19T23","Chemicals and non-metallic mineral products","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,143732.203,,
"WLD","World","D19","Coke and refined petroleum products","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,17243.774,,
"WLD","World","D20T21","Chemicals and pharmaceutical products","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,59608.796,,
"WLD","World","D22","Rubber and plastic products","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,50853.168,,
"WLD","World","D23","Other non-metallic mineral products","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,16026.465,,
"WLD","World","D24T25","Basic metals and fabricated metal products","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,152015.97,,
"WLD","World","D24","Basic metals","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,86794.911,,
"WLD","World","D25","Fabricated metal products","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,65221.059,,
"WLD","World","D26T27","Computers, electronic and electrical equipment","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,83008.783,,
"WLD","World","D26","Computer, electronic and optical products","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,52854.102,,
"WLD","World","D27","Electrical equipment","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,30154.681,,
"WLD","World","D28","Machinery and equipment, nec ","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,58013.891,,
"WLD","World","D29T30","Transport equipment","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,876478.328,,
"WLD","World","D29","Motor vehicles, trailers and semi-trailers","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,872277.43,,
"WLD","World","D30","Other transport equipment","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,4200.898,,
"WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,15060.075,,
"WLD","World","D35T39","Electricity, gas, water supply, sewerage, waste and remediation services","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,48359.9,,
"WLD","World","D41T43","Construction","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,7735.87,,
"WLD","World","D45T82","Total business sector services","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,668231.22,,
"WLD","World","D45T56","Distributive trade, transport, accommodation and food services","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,366533.237,,
"WLD","World","D45T47","Wholesale and retail trade; repair of motor vehicles","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,270559.194,,
"WLD","World","D49T53","Transportation and storage","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,84103.345,,
"WLD","World","D55T56","Accommodation and food services","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,11870.698,,
"WLD","World","D58T63","Information and communication","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,32338.687,,
"WLD","World","D58T60","Publishing, audiovisual and broadcasting activities","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,6320.64,,
"WLD","World","D61","Telecommunications","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,13204.559,,
"WLD","World","D62T63","IT and other information services","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,12813.488,,
"WLD","World","D64T66","Financial and insurance activities","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,83154.388,,
"WLD","World","D68","Real estate activities","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,36695.073,,
"WLD","World","D69T82","Other business sector services","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,149509.836,,
"WLD","World","D84T98","Public admin, education and health; social and personal services","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,44739.967,,
"WLD","World","D84T88","Public admin, defence; education and health","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,34681.255,,
"WLD","World","D84","Public admin. and defence; compulsory social security","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,6961.429,,
"WLD","World","D85","Education","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,7686.629,,
"WLD","World","D86T88","Human health and social work","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,20033.196,,
"WLD","World","D90T98","Other social and personal services","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,10058.713,,
"WLD","World","D90T96","Arts, entertainment, recreation and other service activities","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,10058.713,,
"WLD","World","D97T98","Private households with employed persons","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,0,,
"WLD","World","D05T39","Industry (mining, manufactures and utilities)","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,1519012.934,,
"WLD","World","D45T98","Total services ","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,712971.188,,
"WLD","World","D58T82","Information, finance, real estate and other business services","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,301697.983,,
"WLD","World","D41T98","Total services (incl. construction)","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,720707.058,,
"WLD","World","DINFO","Information industries","WLD","World","D29","Motor vehicles, trailers and semi-trailers","2015","2015","USD","US Dollar","6","Millions",,,85192.788,,
"WLD","World","DTOTAL","TOTAL","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,798441.719,,
"WLD","World","DTOTAL","TOTAL","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,993530.658,,
"WLD","World","D01T03","Agriculture, forestry and fishing","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,5777.705,,
"WLD","World","D01T03","Agriculture, forestry and fishing","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,22232.506,,
"WLD","World","D05T09","Mining and quarrying","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,31892.179,,
"WLD","World","D05T09","Mining and quarrying","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,42895.776,,
"WLD","World","D05T06","Mining and extraction of energy producing products","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,19752.435,,
"WLD","World","D05T06","Mining and extraction of energy producing products","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,25641.571,,
"WLD","World","D07T08","Mining and quarrying of non-energy producing products","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,10296.396,,
"WLD","World","D07T08","Mining and quarrying of non-energy producing products","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,14802.961,,
"WLD","World","D09","Mining support service activities","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,1843.348,,
"WLD","World","D09","Mining support service activities","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,2451.244,,
"WLD","World","D10T33","Manufacturing","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,494069.179,,
"WLD","World","D10T33","Manufacturing","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,615906.108,,
"WLD","World","D10T12","Food products, beverages and tobacco","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,2720.29,,
"WLD","World","D10T12","Food products, beverages and tobacco","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,4636.236,,
"WLD","World","D13T15","Textiles, wearing apparel, leather and related products","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,6173.177,,
"WLD","World","D13T15","Textiles, wearing apparel, leather and related products","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,20847.86,,
"WLD","World","D16T18","Wood and paper products; printing","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,5692.127,,
"WLD","World","D16T18","Wood and paper products; printing","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,29064.92,,
"WLD","World","D16","Wood and products of wood and cork","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,1896.565,,
"WLD","World","D16","Wood and products of wood and cork","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,20716.985,,
"WLD","World","D17T18","Paper products and printing","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,3795.562,,
"WLD","World","D17T18","Paper products and printing","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,8347.935,,
"WLD","World","D19T23","Chemicals and non-metallic mineral products","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,38255.692,,
"WLD","World","D19T23","Chemicals and non-metallic mineral products","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,53760.762,,
"WLD","World","D19","Coke and refined petroleum products","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,6559.952,,
"WLD","World","D19","Coke and refined petroleum products","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,8514.222,,
"WLD","World","D20T21","Chemicals and pharmaceutical products","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,17410.813,,
"WLD","World","D20T21","Chemicals and pharmaceutical products","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,27116.676,,
"WLD","World","D22","Rubber and plastic products","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,10413.842,,
"WLD","World","D22","Rubber and plastic products","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,13037.403,,
"WLD","World","D23","Other non-metallic mineral products","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,3871.085,,
"WLD","World","D23","Other non-metallic mineral products","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,5092.462,,
"WLD","World","D24T25","Basic metals and fabricated metal products","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,49704.344,,
"WLD","World","D24T25","Basic metals and fabricated metal products","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,48043.126,,
"WLD","World","D24","Basic metals","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,30217.951,,
"WLD","World","D24","Basic metals","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,30582.293,,
"WLD","World","D25","Fabricated metal products","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,19486.393,,
"WLD","World","D25","Fabricated metal products","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,17460.833,,
"WLD","World","D26T27","Computers, electronic and electrical equipment","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,22895.029,,
"WLD","World","D26T27","Computers, electronic and electrical equipment","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,17856.904,,
"WLD","World","D26","Computer, electronic and optical products","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,13661.146,,
"WLD","World","D26","Computer, electronic and optical products","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,11326.151,,
"WLD","World","D27","Electrical equipment","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,9233.882,,
"WLD","World","D27","Electrical equipment","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,6530.753,,
"WLD","World","D28","Machinery and equipment, nec ","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,21041.526,,
"WLD","World","D28","Machinery and equipment, nec ","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,11353.325,,
"WLD","World","D29T30","Transport equipment","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,342595.6,,
"WLD","World","D29T30","Transport equipment","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,5267.597,,
"WLD","World","D29","Motor vehicles, trailers and semi-trailers","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,6691.644,,
"WLD","World","D29","Motor vehicles, trailers and semi-trailers","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,4217.203,,
"WLD","World","D30","Other transport equipment","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,335903.956,,
"WLD","World","D30","Other transport equipment","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,1050.394,,
"WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,4991.395,,
"WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,425075.378,,
"WLD","World","D35T39","Electricity, gas, water supply, sewerage, waste and remediation services","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,15592.999,,
"WLD","World","D35T39","Electricity, gas, water supply, sewerage, waste and remediation services","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,20033.142,,
"WLD","World","D41T43","Construction","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,2517.462,,
"WLD","World","D41T43","Construction","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,4831.047,,
"WLD","World","D45T82","Total business sector services","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,232660.585,,
"WLD","World","D45T82","Total business sector services","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,267135.288,,
"WLD","World","D45T56","Distributive trade, transport, accommodation and food services","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,111398.103,,
"WLD","World","D45T56","Distributive trade, transport, accommodation and food services","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,137818.944,,
"WLD","World","D45T47","Wholesale and retail trade; repair of motor vehicles","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,80684.928,,
"WLD","World","D45T47","Wholesale and retail trade; repair of motor vehicles","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,98565.131,,
"WLD","World","D49T53","Transportation and storage","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,25675.585,,
"WLD","World","D49T53","Transportation and storage","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,33668.609,,
"WLD","World","D55T56","Accommodation and food services","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,5037.589,,
"WLD","World","D55T56","Accommodation and food services","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,5585.204,,
"WLD","World","D58T63","Information and communication","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,12620.472,,
"WLD","World","D58T63","Information and communication","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,14062.89,,
"WLD","World","D58T60","Publishing, audiovisual and broadcasting activities","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,3138.66,,
"WLD","World","D58T60","Publishing, audiovisual and broadcasting activities","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,2893.308,,
"WLD","World","D61","Telecommunications","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,5049.01,,
"WLD","World","D61","Telecommunications","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,5815.55,,
"WLD","World","D62T63","IT and other information services","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,4432.802,,
"WLD","World","D62T63","IT and other information services","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,5354.032,,
"WLD","World","D64T66","Financial and insurance activities","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,34857.638,,
"WLD","World","D64T66","Financial and insurance activities","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,37666.349,,
"WLD","World","D68","Real estate activities","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,14285.434,,
"WLD","World","D68","Real estate activities","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,16793.728,,
"WLD","World","D69T82","Other business sector services","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,59498.939,,
"WLD","World","D69T82","Other business sector services","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,60793.376,,
"WLD","World","D84T98","Public admin, education and health; social and personal services","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,15931.609,,
"WLD","World","D84T98","Public admin, education and health; social and personal services","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,20496.79,,
"WLD","World","D84T88","Public admin, defence; education and health","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,12175.788,,
"WLD","World","D84T88","Public admin, defence; education and health","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,15697.988,,
"WLD","World","D84","Public admin. and defence; compulsory social security","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,3604.716,,
"WLD","World","D84","Public admin. and defence; compulsory social security","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,3420.978,,
"WLD","World","D85","Education","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,3000.326,,
"WLD","World","D85","Education","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,2750.682,,
"WLD","World","D86T88","Human health and social work","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,5570.746,,
"WLD","World","D86T88","Human health and social work","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,9526.328,,
"WLD","World","D90T98","Other social and personal services","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,3755.821,,
"WLD","World","D90T98","Other social and personal services","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,4798.802,,
"WLD","World","D90T96","Arts, entertainment, recreation and other service activities","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,3755.821,,
"WLD","World","D90T96","Arts, entertainment, recreation and other service activities","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,4798.802,,
"WLD","World","D97T98","Private households with employed persons","WLD","World","D30","Other transport equipment","2015","2015","USD","US Dollar","6","Millions",,,0,,
"WLD","World","D97T98","Private households with employed persons","WLD","World","D31T33","Other manufacturing; repair and installation of machinery and equipment","2015","2015","USD","US Dollar","6","Millions",,,0,,
