Country,Variable,Code,Name,Value
Denmark,Number of employees,D41T43,Construction,28766
Denmark,Number of enterprises,D41T43,Construction,44
Denmark,Turnover,D41T43,Construction,207550.486296379
Denmark,Number of employees,D41T43,Construction,165176
Denmark,Number of enterprises,D41T43,Construction,31197
Denmark,Turnover,D41T43,Construction,207550.486296379
Denmark,Number of employees,D41T43,Construction,165176
Denmark,Number of enterprises,D41T43,Construction,31197
Finland,Turnover,D41T43,Construction,8029.90689553832
Finland,Number of employees,D41T43,Construction,30997
Finland,Number of enterprises,D41T43,Construction,36
Finland,Turnover,D41T43,Construction,27279.747895977
Finland,Number of employees,D41T43,Construction,160182
Finland,Number of enterprises,D41T43,Construction,41616
Finland,Turnover,D41T43,Construction,27279.747895977
Finland,Number of employees,D41T43,Construction,160182
Finland,Number of enterprises,D41T43,Construction,41616
France,Turnover,D41T43,Construction,60204.5200691533
France,Number of employees,D41T43,Construction,333627
France,Number of enterprises,D41T43,Construction,226
France,Turnover,D41T43,Construction,247046.190014291
France,Number of employees,D41T43,Construction,1310380
France,Number of enterprises,D41T43,Construction,494099
France,Turnover,D41T43,Construction,247046.190014291
France,Number of employees,D41T43,Construction,1310380
France,Number of enterprises,D41T43,Construction,494099
Germany,Turnover,D41T43,Construction,25650.623341251
Germany,Number of employees,D41T43,Construction,134227
Germany,Number of enterprises,D41T43,Construction,232
Germany,Turnover,D41T43,Construction,217670.218345402
Germany,Number of employees,D41T43,Construction,1893890
Germany,Number of enterprises,D41T43,Construction,332411
Germany,Turnover,D41T43,Construction,217670.218345402
Germany,Number of employees,D41T43,Construction,1893890
Germany,Number of enterprises,D41T43,Construction,332411
Hungary,Turnover,D41T43,Construction,599765.129261839
Hungary,Number of employees,D41T43,Construction,9047
Hungary,Number of enterprises,D41T43,Construction,16
Hungary,Turnover,D41T43,Construction,3922137.41751456
Hungary,Number of employees,D41T43,Construction,166764
Hungary,Number of enterprises,D41T43,Construction,60724
Hungary,Turnover,D41T43,Construction,3922137.41751456
Hungary,Number of employees,D41T43,Construction,166764
Hungary,Number of enterprises,D41T43,Construction,60724
Ireland,Turnover,D41T43,Construction,1353.44319095402
Ireland,Number of employees,D41T43,Construction,6030
Ireland,Number of enterprises,D41T43,Construction,13
Ireland,Turnover,D41T43,Construction,13468.3729230594
Ireland,Number of employees,D41T43,Construction,73587
Ireland,Number of enterprises,D41T43,Construction,50546
Ireland,Turnover,D41T43,Construction,13468.3729230594
Ireland,Number of employees,D41T43,Construction,73587
Ireland,Number of enterprises,D41T43,Construction,50546
Italy,Turnover,D41T43,Construction,12924.4001503468
Italy,Number of employees,D41T43,Construction,50903
Italy,Number of enterprises,D41T43,Construction,80
Italy,Turnover,D41T43,Construction,145926.373928391
Italy,Number of employees,D41T43,Construction,777529
Italy,Number of enterprises,D41T43,Construction,511405
Italy,Turnover,D41T43,Construction,145926.373928391
Italy,Number of employees,D41T43,Construction,777529
Italy,Number of enterprises,D41T43,Construction,511405
Korea,Turnover,D41T43,Construction,113384437.464042
Korea,Number of employees,D41T43,Construction,257639
Korea,Turnover,D41T43,Construction,308707252.156437
Korea,Number of employees,D41T43,Construction,1197390
Korea,Turnover,D41T43,Construction,308707252.156437
Korea,Number of employees,D41T43,Construction,1197390
Luxembourg,Turnover,D41T43,Construction,962.586677492338
Luxembourg,Number of employees,D41T43,Construction,5853
Luxembourg,Number of enterprises,D41T43,Construction,17
Luxembourg,Turnover,D41T43,Construction,6141.3228291092
Luxembourg,Number of employees,D41T43,Construction,41907
Luxembourg,Number of enterprises,D41T43,Construction,3634
Luxembourg,Turnover,D41T43,Construction,6141.3228291092
Luxembourg,Number of employees,D41T43,Construction,41907
Luxembourg,Number of enterprises,D41T43,Construction,3634
New Zealand,Turnover,D41T43,Construction,40654.6649268391
Poland,Turnover,D41T43,Construction,44183.2782374406
Poland,Number of employees,D41T43,Construction,89125
Poland,Number of enterprises,D41T43,Construction,135
Poland,Turnover,D41T43,Construction,232368.117533889
Poland,Number of employees,D41T43,Construction,591286
Poland,Number of enterprises,D41T43,Construction,244361
Poland,Turnover,D41T43,Construction,232368.117533889
Poland,Number of employees,D41T43,Construction,591286
Poland,Number of enterprises,D41T43,Construction,244361
Portugal,Turnover,D41T43,Construction,3797.53556934483
Portugal,Number of employees,D41T43,Construction,38180
Portugal,Number of enterprises,D41T43,Construction,50
Portugal,Turnover,D41T43,Construction,16179.7653749866
Portugal,Number of employees,D41T43,Construction,251396
Portugal,Number of enterprises,D41T43,Construction,77906
Portugal,Turnover,D41T43,Construction,16179.7653749866
Portugal,Number of employees,D41T43,Construction,251396
Portugal,Number of enterprises,D41T43,Construction,77906
Slovak Republic,Turnover,D41T43,Construction,1794.76768863027
Slovak Republic,Number of employees,D41T43,Construction,7924
Slovak Republic,Number of enterprises,D41T43,Construction,12
Slovak Republic,Turnover,D41T43,Construction,9165.34641896552
Slovak Republic,Number of employees,D41T43,Construction,74543
Slovak Republic,Number of enterprises,D41T43,Construction,85016
Slovak Republic,Turnover,D41T43,Construction,9165.34641896552
Slovak Republic,Number of employees,D41T43,Construction,74543
Slovak Republic,Number of enterprises,D41T43,Construction,85016
Spain,Turnover,D41T43,Construction,18251.2958841935
Spain,Number of employees,D41T43,Construction,113580
Spain,Number of enterprises,D41T43,Construction,124
Spain,Turnover,D41T43,Construction,97253.6080094637
Spain,Number of employees,D41T43,Construction,758237
Spain,Number of enterprises,D41T43,Construction,377795
Spain,Turnover,D41T43,Construction,97253.6080094637
Spain,Number of employees,D41T43,Construction,758237
Spain,Number of enterprises,D41T43,Construction,377795
Sweden,Turnover,D41T43,Construction,147245.75123
Sweden,Number of employees,D41T43,Construction,61998
Sweden,Number of enterprises,D41T43,Construction,53
Sweden,Turnover,D41T43,Construction,582423.068186111
Sweden,Number of employees,D41T43,Construction,311625
Sweden,Number of enterprises,D41T43,Construction,98925
Sweden,Turnover,D41T43,Construction,582423.068186111
Sweden,Number of employees,D41T43,Construction,311625
Sweden,Number of enterprises,D41T43,Construction,98925
United Kingdom,Turnover,D41T43,Construction,61388.9856343889
United Kingdom,Number of employees,D41T43,Construction,294099
United Kingdom,Number of enterprises,D41T43,Construction,318
United Kingdom,Turnover,D41T43,Construction,213387.649399196
United Kingdom,Number of employees,D41T43,Construction,1274050
United Kingdom,Number of enterprises,D41T43,Construction,290976
United Kingdom,Turnover,D41T43,Construction,213387.649399196
United Kingdom,Number of employees,D41T43,Construction,1274050
United Kingdom,Number of enterprises,D41T43,Construction,290976
Cyprus,Turnover,D41T43,Construction,0
Cyprus,Number of employees,D41T43,Construction,0
Cyprus,Number of enterprises,D41T43,Construction,0
Cyprus,Turnover,D41T43,Construction,1705.18701664943
Cyprus,Number of employees,D41T43,Construction,17700
Cyprus,Number of enterprises,D41T43,Construction,7399
Estonia,Turnover,D41T43,Construction,457.996956747127
Estonia,Number of employees,D41T43,Construction,3193
Estonia,Number of enterprises,D41T43,Construction,9
Estonia,Turnover,D41T43,Construction,3549.61159689081
Estonia,Number of employees,D41T43,Construction,42819
Estonia,Number of enterprises,D41T43,Construction,9500
Estonia,Turnover,D41T43,Construction,3549.61159689081
Estonia,Number of employees,D41T43,Construction,42819
Estonia,Number of enterprises,D41T43,Construction,9500
Latvia,Turnover,D41T43,Construction,435.736970852491
Latvia,Number of employees,D41T43,Construction,5089
Latvia,Number of enterprises,D41T43,Construction,14
Latvia,Turnover,D41T43,Construction,3610.71390635058
Latvia,Number of employees,D41T43,Construction,61879
Latvia,Number of enterprises,D41T43,Construction,11057
Lithuania,Turnover,D41T43,Construction,1166.17092095785
Lithuania,Number of employees,D41T43,Construction,14446
Lithuania,Number of enterprises,D41T43,Construction,35
Lithuania,Turnover,D41T43,Construction,4404.77356512644
Lithuania,Number of employees,D41T43,Construction,96081
Lithuania,Number of enterprises,D41T43,Construction,29067
Slovenia,Turnover,D41T43,Construction,482.509977651341
Slovenia,Number of employees,D41T43,Construction,3621
Slovenia,Number of enterprises,D41T43,Construction,11
Slovenia,Turnover,D41T43,Construction,4140.08701220115
Slovenia,Number of employees,D41T43,Construction,50141
Slovenia,Number of enterprises,D41T43,Construction,18289
Slovenia,Turnover,D41T43,Construction,4140.08701220115
Slovenia,Number of employees,D41T43,Construction,50141
Slovenia,Number of enterprises,D41T43,Construction,18289
Australia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,354604.278943563
Australia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,797929.471708315
Australia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,797929.471708315
Austria,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,49726.4653322069
Austria,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,201
Austria,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,213441.722239425
Austria,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,582151
Austria,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,77930
Austria,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,213441.722239425
Austria,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,77930
Belgium,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,108378.193672759
Belgium,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,159
Belgium,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,395326.53492069
Belgium,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,494682
Belgium,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,136451
Belgium,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,395326.53492069
Belgium,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,136451
Denmark,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,343571.617108659
Denmark,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,132
Denmark,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1156789.28317797
Denmark,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,401518
Denmark,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,41095
Denmark,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1156789.28317797
Denmark,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,41095
Finland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,42168.0736034732
Finland,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,113
Finland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,102843.83847523
Finland,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,267615
Finland,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,43695
Finland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,102843.83847523
Finland,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,43695
France,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,469644.246532644
France,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,823
France,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1271847.27504713
France,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,2984270
France,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,717265
France,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1271847.27504713
France,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,717265
Hungary,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,5087217.86952778
Hungary,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,101
Hungary,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,23618656.1268123
Hungary,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,494595
Hungary,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,135111
Hungary,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,23618656.1268123
Hungary,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,135111
Ireland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,23780.4240405
Ireland,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,90
Ireland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,133502.237671571
Ireland,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,322225
Ireland,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,46626
Ireland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,133502.237671571
Ireland,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,46626
Italy,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,191018.616610096
Italy,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,485
Italy,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,891856.698829637
Italy,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1962190
Italy,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1105230
Italy,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,891856.698829637
Italy,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1105230
Korea,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,96186570.6289272
Korea,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,95005
Korea,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,994751005.289081
Korea,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1895950
Korea,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,994751005.289081
Korea,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1895950
Luxembourg,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,
Luxembourg,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,14
Luxembourg,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,74224.1655983564
Luxembourg,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,48375
Luxembourg,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,7699
Luxembourg,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,74224.1655983564
Luxembourg,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,7699
New Zealand,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,140713.75213023
Poland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,410031.643821207
Poland,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,443
Poland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1323748.18952778
Poland,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1669120
Poland,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,499700
Poland,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1323748.18952778
Poland,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,499700
Portugal,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,21859.396269933
Portugal,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,109
Portugal,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,111520.726904119
Portugal,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,602178
Portugal,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,222034
Portugal,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,111520.726904119
Portugal,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,222034
Slovak Republic,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,9695.35037461878
Slovak Republic,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,81
Slovak Republic,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,47279.3088262031
Slovak Republic,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,249030
Slovak Republic,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,109720
Slovak Republic,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,47279.3088262031
Slovak Republic,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,109720
Spain,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,179721.899072069
Spain,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,534
Spain,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,614680.221025249
Spain,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,2334540
Spain,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,725880
Spain,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,614680.221025249
Spain,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,725880
Sweden,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,875336.544925403
Sweden,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,208
Sweden,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,2276962.24138027
Sweden,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,564114
Sweden,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,127894
Sweden,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,2276962.24138027
Sweden,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,127894
United Kingdom,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,580469.236225805
United Kingdom,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1126
United Kingdom,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1118586.82155556
United Kingdom,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,4768160
United Kingdom,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,361237
United Kingdom,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1118586.82155556
United Kingdom,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,361237
Cyprus,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,1404.3617821705
Cyprus,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,16
Cyprus,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,9832.33490320115
Cyprus,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,16070
Estonia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,3312.95279948468
Estonia,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,37
Estonia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,19274.3540213429
Estonia,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,86616
Estonia,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,16088
Estonia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,19274.3540213429
Estonia,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,16088
Latvia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,4085.02283656705
Latvia,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,46
Latvia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,22939.050646523
Latvia,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,28580
Lithuania,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,6261.54477722031
Lithuania,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,53
Lithuania,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,28670.2309824885
Lithuania,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,61054
Slovenia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,7581.73317143295
Slovenia,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,31
Slovenia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,26948.3715067682
Slovenia,Number of employees,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,98616
Slovenia,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,26180
Slovenia,Turnover,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,26948.3715067682
Slovenia,Number of enterprises,D45T47,Wholesale and retail trade; repair of motor vehicles and motorcycles,26180
Australia,Turnover,D49T53,Transportation and storage,79463.6435738315
Australia,Turnover,D49T53,Transportation and storage,141076.941373774
Australia,Turnover,D49T53,Transportation and storage,141076.941373774
Austria,Turnover,D49T53,Transportation and storage,16340.992560272
Austria,Number of enterprises,D49T53,Transportation and storage,62
Austria,Turnover,D49T53,Transportation and storage,36067.0350403353
Austria,Number of employees,D49T53,Transportation and storage,182574
Austria,Number of enterprises,D49T53,Transportation and storage,14065
Austria,Turnover,D49T53,Transportation and storage,36067.0350403353
Austria,Number of enterprises,D49T53,Transportation and storage,14065
Belgium,Turnover,D49T53,Transportation and storage,12871.1384027203
Belgium,Number of enterprises,D49T53,Transportation and storage,67
Belgium,Turnover,D49T53,Transportation and storage,44042.238245841
Belgium,Number of employees,D49T53,Transportation and storage,193200
Belgium,Number of enterprises,D49T53,Transportation and storage,17211
Belgium,Turnover,D49T53,Transportation and storage,44042.238245841
Belgium,Number of enterprises,D49T53,Transportation and storage,17211
Czech Republic,Turnover,D49T53,Transportation and storage,232908.845936188
Czech Republic,Number of enterprises,D49T53,Transportation and storage,105
Czech Republic,Turnover,D49T53,Transportation and storage,515850.389723085
Czech Republic,Number of enterprises,D49T53,Transportation and storage,38159
Denmark,Turnover,D49T53,Transportation and storage,222479.096269847
Denmark,Number of enterprises,D49T53,Transportation and storage,76
Denmark,Turnover,D49T53,Transportation and storage,340507.489495632
Denmark,Number of employees,D49T53,Transportation and storage,152890
Denmark,Number of enterprises,D49T53,Transportation and storage,10809
Denmark,Turnover,D49T53,Transportation and storage,340507.489495632
Denmark,Number of enterprises,D49T53,Transportation and storage,10809
Finland,Turnover,D49T53,Transportation and storage,7812.71432061495
Finland,Number of enterprises,D49T53,Transportation and storage,49
Finland,Turnover,D49T53,Transportation and storage,20305.1625989253
Finland,Number of employees,D49T53,Transportation and storage,130219
Finland,Number of enterprises,D49T53,Transportation and storage,21102
Finland,Turnover,D49T53,Transportation and storage,20305.1625989253
Finland,Number of enterprises,D49T53,Transportation and storage,21102
France,Turnover,D49T53,Transportation and storage,118448.358951571
France,Number of enterprises,D49T53,Transportation and storage,338
France,Turnover,D49T53,Transportation and storage,189467.627309502
France,Number of employees,D49T53,Transportation and storage,1231240
France,Number of enterprises,D49T53,Transportation and storage,106298
France,Turnover,D49T53,Transportation and storage,189467.627309502
France,Number of enterprises,D49T53,Transportation and storage,106298
Germany,Turnover,D49T53,Transportation and storage,137701.894929425
Germany,Number of enterprises,D49T53,Transportation and storage,896
Germany,Turnover,D49T53,Transportation and storage,269027.700781743
Germany,Number of enterprises,D49T53,Transportation and storage,101415
Hungary,Turnover,D49T53,Transportation and storage,2110634.18483314
Hungary,Number of enterprises,D49T53,Transportation and storage,58
Hungary,Turnover,D49T53,Transportation and storage,4587864.20214483
Hungary,Number of employees,D49T53,Transportation and storage,221581
Hungary,Number of enterprises,D49T53,Transportation and storage,27039
Hungary,Turnover,D49T53,Transportation and storage,4587864.20214483
Hungary,Number of enterprises,D49T53,Transportation and storage,27039
Ireland,Turnover,D49T53,Transportation and storage,8438.4272034751
Ireland,Number of enterprises,D49T53,Transportation and storage,24
Ireland,Turnover,D49T53,Transportation and storage,17401.9016855824
Ireland,Number of enterprises,D49T53,Transportation and storage,25066
Italy,Turnover,D49T53,Transportation and storage,57304.8640118257
Italy,Number of enterprises,D49T53,Transportation and storage,337
Italy,Turnover,D49T53,Transportation and storage,138859.954924349
Italy,Number of employees,D49T53,Transportation and storage,960204
Italy,Number of enterprises,D49T53,Transportation and storage,123625
Italy,Turnover,D49T53,Transportation and storage,138859.954924349
Italy,Number of enterprises,D49T53,Transportation and storage,123625
Luxembourg,Turnover,D49T53,Transportation and storage,2821.61092459579
Luxembourg,Number of enterprises,D49T53,Transportation and storage,39
Luxembourg,Turnover,D49T53,Transportation and storage,5027.42232037357
Luxembourg,Number of employees,D49T53,Transportation and storage,19839
Luxembourg,Number of enterprises,D49T53,Transportation and storage,962
Luxembourg,Turnover,D49T53,Transportation and storage,5027.42232037357
Luxembourg,Number of enterprises,D49T53,Transportation and storage,962
Netherlands,Turnover,D49T53,Transportation and storage,32910.1725063142
Netherlands,Number of enterprises,D49T53,Transportation and storage,140
Netherlands,Turnover,D49T53,Transportation and storage,72873.0655638123
Netherlands,Number of enterprises,D49T53,Transportation and storage,39318
New Zealand,Turnover,D49T53,Transportation and storage,20070.9370793295
Norway,Turnover,D49T53,Transportation and storage,126134.813190249
Norway,Number of enterprises,D49T53,Transportation and storage,82
Norway,Turnover,D49T53,Transportation and storage,381747.042310958
Norway,Number of enterprises,D49T53,Transportation and storage,21113
Poland,Turnover,D49T53,Transportation and storage,56629.4041159541
Poland,Number of enterprises,D49T53,Transportation and storage,214
Poland,Turnover,D49T53,Transportation and storage,178586.369427241
Poland,Number of employees,D49T53,Transportation and storage,597250
Poland,Number of enterprises,D49T53,Transportation and storage,145993
Poland,Turnover,D49T53,Transportation and storage,178586.369427241
Poland,Number of enterprises,D49T53,Transportation and storage,145993
Portugal,Turnover,D49T53,Transportation and storage,6059.31235476054
Portugal,Number of enterprises,D49T53,Transportation and storage,65
Portugal,Turnover,D49T53,Transportation and storage,15978.974894933
Portugal,Number of employees,D49T53,Transportation and storage,147346
Portugal,Number of enterprises,D49T53,Transportation and storage,21638
Portugal,Turnover,D49T53,Transportation and storage,15978.974894933
Portugal,Number of enterprises,D49T53,Transportation and storage,21638
Slovak Republic,Turnover,D49T53,Transportation and storage,2669.03539374713
Slovak Republic,Number of enterprises,D49T53,Transportation and storage,49
Slovak Republic,Turnover,D49T53,Transportation and storage,7989.26214396552
Slovak Republic,Number of employees,D49T53,Transportation and storage,97780
Slovak Republic,Number of enterprises,D49T53,Transportation and storage,18039
Slovak Republic,Turnover,D49T53,Transportation and storage,7989.26214396552
Slovak Republic,Number of enterprises,D49T53,Transportation and storage,18039
Spain,Turnover,D49T53,Transportation and storage,32299.9605043199
Spain,Number of enterprises,D49T53,Transportation and storage,201
